Data,Id_Produto,Id_Marketing,Quantidade,Preco_Venda,Canal_Venda
2024-01-05,37,6,3,261.32,Site
2024-01-06,28,1,1,221.93,Site
2024-01-06,46,1,1,195.9,Site
2024-01-06,25,1,2,326.56,Site
2024-01-06,13,1,1,260.19,Site
2024-01-06,15,2,2,316.45,Site
2024-01-06,45,2,2,128.87,Site
2024-01-06,55,2,2,338.65,Site
2024-01-06,45,2,2,132.3,Site
2024-01-06,13,2,2,253.03,Site
2024-01-06,41,3,1,257.69,App
2024-01-06,44,3,1,146.24,App
2024-01-06,28,3,2,185.76,App
2024-01-06,51,4,1,262.37,Site
2024-01-06,24,4,1,389.47,Site
2024-01-06,46,5,1,194.3,Site
2024-01-06,27,5,1,260.14,Site
2024-01-06,56,5,1,285.52,Site
2024-01-06,47,5,1,313.36,Site
2024-01-06,15,5,1,306.37,Site
2024-01-06,13,6,1,250.27,Site
2024-01-06,51,6,2,242.93,Site
2024-01-06,47,7,1,355.85,Site
2024-01-07,39,1,1,316.63,Site
2024-01-07,57,1,1,293.59,Site
2024-01-07,35,1,3,366.06,Site
2024-01-07,51,1,1,242.52,Site
2024-01-07,10,2,2,175.03,Site
2024-01-07,47,2,3,328.33,Site
2024-01-07,8,3,1,162.81,App
2024-01-07,14,3,1,326.68,App
2024-01-07,45,3,1,128.06,App
2024-01-07,27,4,1,270.05,Site
2024-01-07,50,4,3,143.56,Site
2024-01-07,55,5,3,337.34,Site
2024-01-07,50,5,1,147.72,Site
2024-01-07,7,5,1,294.19,Site
2024-01-07,51,5,2,251.74,Site
2024-01-07,15,6,3,301.88,Site
2024-01-07,1,6,2,125.8,Site
2024-01-08,16,1,2,420.0,Site
2024-01-08,14,1,1,309.49,Site
2024-01-08,20,2,1,180.53,Site
2024-01-08,2,2,3,123.17,Site
2024-01-08,15,2,1,278.68,Site
2024-01-08,5,2,2,144.91,Site
2024-01-08,23,3,2,135.7,App
2024-01-08,37,3,3,249.53,App
2024-01-08,7,4,2,319.92,Site
2024-01-08,28,5,2,219.33,Site
2024-01-08,59,5,2,203.21,Site
2024-01-08,6,5,3,252.74,Site
2024-01-08,12,6,1,248.44,Site
2024-01-09,59,1,3,232.48,Site
2024-01-09,30,1,2,177.27,Site
2024-01-09,11,1,2,131.11,Site
2024-01-09,13,2,1,261.55,Site
2024-01-09,53,2,1,160.96,Site
2024-01-09,41,3,1,232.58,App
2024-01-09,3,3,1,420.0,App
2024-01-09,55,4,1,367.47,Site
2024-01-09,5,5,1,142.68,Site
2024-01-09,51,5,1,256.55,Site
2024-01-09,6,5,1,268.08,Site
2024-01-09,11,5,1,124.03,Site
2024-01-09,46,6,1,192.14,Site
2024-01-10,35,1,1,360.02,Site
2024-01-10,1,1,1,122.23,Site
2024-01-10,1,2,2,131.2,Site
2024-01-10,20,2,1,185.99,Site
2024-01-10,20,2,1,197.89,Site
2024-01-10,37,3,2,261.9,App
2024-01-10,43,4,1,144.77,Site
2024-01-10,20,4,2,177.62,Site
2024-01-10,16,5,3,418.61,Site
2024-01-10,1,5,1,132.39,Site
2024-01-10,55,6,3,336.59,Site
2024-01-10,1,6,1,132.8,Site
2024-01-11,17,1,1,311.48,Site
2024-01-11,6,1,2,251.74,Site
2024-01-11,13,1,1,249.45,Site
2024-01-11,55,1,1,353.59,Site
2024-01-11,27,2,3,240.66,Site
2024-01-11,6,2,1,259.72,Site
2024-01-11,45,2,1,124.35,Site
2024-01-11,42,2,2,408.34,Site
2024-01-11,34,2,1,190.72,Site
2024-01-11,53,3,3,174.17,App
2024-01-11,8,3,1,164.49,App
2024-01-11,29,4,2,259.27,Site
2024-01-11,24,4,1,404.54,Site
2024-01-11,50,5,1,157.27,Site
2024-01-11,43,5,1,154.1,Site
2024-01-11,6,5,1,263.28,Site
2024-01-11,57,6,1,258.53,Site
2024-01-11,29,6,1,284.21,Site
2024-01-11,6,6,2,247.35,Site
2024-01-12,12,1,3,276.61,Site
2024-01-12,26,1,2,329.44,Site
2024-01-12,4,1,2,342.41,Site
2024-01-12,15,1,1,280.28,Site
2024-01-12,42,1,3,420.0,Site
2024-01-12,23,2,1,119.53,Site
2024-01-12,53,2,3,147.27,Site
2024-01-12,24,2,1,371.9,Site
2024-01-12,32,3,1,303.23,App
2024-01-12,37,3,1,240.04,App
2024-01-12,57,3,1,270.63,App
2024-01-12,46,4,2,175.58,Site
2024-01-12,60,5,1,264.53,Site
2024-01-12,51,5,1,226.92,Site
2024-01-12,60,5,1,284.83,Site
2024-01-12,39,5,1,308.29,Site
2024-01-12,28,6,1,196.36,Site
2024-01-12,33,6,1,314.98,Site
2024-01-13,18,1,3,243.48,Site
2024-01-13,47,1,1,326.18,Site
2024-01-13,53,1,1,161.09,Site
2024-01-13,42,1,1,420.0,Site
2024-01-13,18,2,1,257.4,Site
2024-01-13,27,2,2,267.63,Site
2024-01-13,44,2,3,142.41,Site
2024-01-13,54,2,2,238.56,Site
2024-01-13,1,3,2,129.67,App
2024-01-13,53,3,1,162.24,App
2024-01-13,25,3,1,340.93,App
2024-01-13,44,4,1,156.0,Site
2024-01-13,44,5,1,156.9,Site
2024-01-13,48,5,2,417.54,Site
2024-01-13,50,5,1,143.56,Site
2024-01-13,17,5,1,281.98,Site
2024-01-13,22,6,1,140.08,Site
2024-01-13,27,6,2,258.37,Site
2024-01-14,46,1,1,186.19,Site
2024-01-14,43,1,1,133.21,Site
2024-01-14,40,1,1,177.52,Site
2024-01-14,58,1,1,141.36,Site
2024-01-14,34,1,1,194.46,Site
2024-01-14,14,1,1,329.01,Site
2024-01-14,30,2,1,190.16,Site
2024-01-14,37,2,1,284.74,Site
2024-01-14,28,2,2,212.3,Site
2024-01-14,23,2,1,116.16,Site
2024-01-14,20,2,2,187.09,Site
2024-01-14,11,2,2,136.89,Site
2024-01-14,20,3,2,182.44,App
2024-01-14,45,3,1,127.81,App
2024-01-14,11,3,3,132.53,App
2024-01-14,29,4,2,280.62,Site
2024-01-14,41,4,2,252.04,Site
2024-01-14,6,5,2,241.74,Site
2024-01-14,23,5,2,120.42,Site
2024-01-14,10,5,1,191.29,Site
2024-01-14,34,5,3,175.45,Site
2024-01-14,26,6,1,344.18,Site
2024-01-15,56,1,1,281.71,Site
2024-01-15,34,1,2,186.51,Site
2024-01-15,46,1,1,205.47,Site
2024-01-15,12,1,1,251.04,Site
2024-01-15,24,2,3,348.25,Site
2024-01-15,44,2,1,139.6,Site
2024-01-15,60,2,1,277.31,Site
2024-01-15,35,2,1,377.46,Site
2024-01-15,50,3,1,148.83,App
2024-01-15,55,3,2,355.68,App
2024-01-15,19,4,2,325.49,Site
2024-01-15,55,5,1,356.91,Site
2024-01-15,30,5,2,174.84,Site
2024-01-15,60,5,1,280.33,Site
2024-01-16,36,1,2,306.73,Site
2024-01-16,6,1,2,266.9,Site
2024-01-16,23,1,2,114.79,Site
2024-01-16,49,1,1,322.33,Site
2024-01-16,15,1,1,279.91,Site
2024-01-16,57,2,1,282.16,Site
2024-01-16,51,2,1,245.17,Site
2024-01-16,1,2,1,118.53,Site
2024-01-16,1,2,1,131.53,Site
2024-01-16,2,3,1,124.09,App
2024-01-16,38,3,1,257.71,App
2024-01-16,12,4,2,271.44,Site
2024-01-16,58,5,1,128.16,Site
2024-01-16,37,5,1,263.53,Site
2024-01-16,8,5,1,189.39,Site
2024-01-16,27,6,1,245.15,Site
2024-01-17,53,1,2,154.4,Site
2024-01-17,5,1,3,143.56,Site
2024-01-17,12,1,1,271.72,Site
2024-01-17,45,1,1,133.47,Site
2024-01-17,3,2,1,420.0,Site
2024-01-17,56,2,1,269.63,Site
2024-01-17,19,2,3,342.28,Site
2024-01-17,57,3,2,286.84,App
2024-01-17,53,3,1,159.89,App
2024-01-17,45,4,1,125.08,Site
2024-01-17,51,4,1,253.6,Site
2024-01-17,8,5,1,170.96,Site
2024-01-17,50,5,2,137.36,Site
2024-01-17,9,5,1,376.68,Site
2024-01-17,20,5,3,197.09,Site
2024-01-17,41,6,1,225.34,Site
2024-01-18,54,1,1,226.22,Site
2024-01-18,13,1,1,246.18,Site
2024-01-18,16,1,1,395.64,Site
2024-01-18,57,2,1,289.91,Site
2024-01-18,11,2,1,133.25,Site
2024-01-18,26,2,2,354.12,Site
2024-01-18,39,3,2,311.74,App
2024-01-18,50,3,2,150.31,App
2024-01-18,58,3,1,133.31,App
2024-01-18,58,4,1,135.19,Site
2024-01-18,54,5,1,243.6,Site
2024-01-18,27,5,1,267.97,Site
2024-01-18,24,5,1,387.16,Site
2024-01-18,38,5,2,260.59,Site
2024-01-18,38,6,1,267.48,Site
2024-01-18,18,6,1,249.68,Site
2024-01-19,33,1,2,344.43,Site
2024-01-19,12,1,1,268.8,Site
2024-01-19,20,1,3,179.35,Site
2024-01-19,42,1,1,415.73,Site
2024-01-19,7,1,1,332.02,Site
2024-01-19,22,2,1,138.23,Site
2024-01-19,13,2,3,280.06,Site
2024-01-19,51,2,1,230.27,Site
2024-01-19,4,2,1,360.07,Site
2024-01-19,27,3,1,250.19,App
2024-01-19,12,3,1,270.64,App
2024-01-19,36,3,2,303.57,App
2024-01-19,56,4,1,261.98,Site
2024-01-19,1,4,3,114.46,Site
2024-01-19,50,5,2,151.37,Site
2024-01-19,16,5,1,420.0,Site
2024-01-19,43,5,2,136.32,Site
2024-01-19,50,5,1,155.62,Site
2024-01-19,15,6,1,321.0,Site
2024-01-19,17,6,2,304.74,Site
2024-01-20,51,1,2,231.96,Site
2024-01-20,27,1,3,243.68,Site
2024-01-20,3,1,1,420.0,Site
2024-01-20,54,1,1,209.17,Site
2024-01-20,55,2,1,367.13,Site
2024-01-20,40,2,1,172.8,Site
2024-01-20,51,2,1,247.47,Site
2024-01-20,23,2,1,119.86,Site
2024-01-20,59,2,1,222.13,Site
2024-01-20,41,2,2,249.17,Site
2024-01-20,20,2,2,188.95,Site
2024-01-20,19,3,1,340.79,App
2024-01-20,11,3,1,124.47,App
2024-01-20,2,4,2,137.3,Site
2024-01-20,7,4,2,297.4,Site
2024-01-20,12,5,1,271.42,Site
2024-01-20,14,5,1,322.49,Site
2024-01-20,55,5,2,326.25,Site
2024-01-20,27,5,1,261.77,Site
2024-01-20,50,6,1,131.25,Site
2024-01-21,11,1,1,128.19,Site
2024-01-21,29,1,2,248.0,Site
2024-01-21,46,1,1,198.25,Site
2024-01-21,44,1,2,149.12,Site
2024-01-21,10,2,1,173.01,Site
2024-01-21,32,2,1,288.33,Site
2024-01-21,26,2,1,378.58,Site
2024-01-21,7,2,1,332.49,Site
2024-01-21,41,2,1,232.11,Site
2024-01-21,2,3,1,135.36,App
2024-01-21,55,3,1,354.37,App
2024-01-21,22,3,1,135.75,App
2024-01-21,38,4,2,264.59,Site
2024-01-21,10,4,1,191.31,Site
2024-01-21,60,5,3,277.18,Site
2024-01-21,8,5,2,182.63,Site
2024-01-21,36,5,1,309.2,Site
2024-01-21,27,5,1,271.53,Site
2024-01-21,14,5,3,358.77,Site
2024-01-21,41,6,3,223.12,Site
2024-01-21,45,6,1,143.78,Site
2024-01-21,12,6,2,249.57,Site
2024-01-21,38,7,2,292.48,Site
2024-01-22,22,1,3,129.69,Site
2024-01-22,45,1,1,137.14,Site
2024-01-22,29,1,1,258.68,Site
2024-01-22,48,1,1,420.0,Site
2024-01-22,57,2,2,270.27,Site
2024-01-22,44,2,2,146.62,Site
2024-01-22,8,2,2,168.96,Site
2024-01-22,20,3,1,201.42,App
2024-01-22,50,3,1,154.76,App
2024-01-22,11,4,1,139.73,Site
2024-01-22,47,5,2,329.99,Site
2024-01-22,32,5,2,299.07,Site
2024-01-22,23,6,2,126.31,Site
2024-01-23,6,1,3,273.28,Site
2024-01-23,20,1,3,189.6,Site
2024-01-23,33,2,1,356.79,Site
2024-01-23,6,2,1,256.28,Site
2024-01-23,50,2,2,142.75,Site
2024-01-23,13,2,3,261.67,Site
2024-01-23,57,3,1,266.43,App
2024-01-23,59,3,1,226.19,App
2024-01-23,22,4,3,140.15,Site
2024-01-23,11,4,1,128.84,Site
2024-01-23,38,5,1,275.68,Site
2024-01-23,18,5,1,255.05,Site
2024-01-23,32,5,1,317.36,Site
2024-01-23,57,5,1,273.41,Site
2024-01-23,40,5,1,181.94,Site
2024-01-23,54,6,1,237.03,Site
2024-01-24,6,1,1,253.94,Site
2024-01-24,51,1,1,248.08,Site
2024-01-24,2,1,1,138.87,Site
2024-01-24,15,2,1,324.69,Site
2024-01-24,51,2,3,264.34,Site
2024-01-24,53,2,1,164.42,Site
2024-01-24,59,3,1,236.77,App
2024-01-24,51,3,3,239.97,App
2024-01-24,16,4,1,386.33,Site
2024-01-24,23,5,1,134.6,Site
2024-01-24,26,5,1,358.73,Site
2024-01-24,46,5,1,187.82,Site
2024-01-24,14,5,1,339.17,Site
2024-01-24,55,6,1,366.17,Site
2024-01-25,27,1,2,250.36,Site
2024-01-25,27,1,1,259.32,Site
2024-01-25,38,2,1,275.65,Site
2024-01-25,45,2,1,129.82,Site
2024-01-25,40,2,1,194.6,Site
2024-01-25,23,2,1,138.15,Site
2024-01-25,33,3,3,329.57,App
2024-01-25,52,3,1,370.14,App
2024-01-25,17,4,2,282.31,Site
2024-01-25,50,5,1,138.39,Site
2024-01-25,27,5,1,272.65,Site
2024-01-25,10,6,1,188.62,Site
2024-01-25,59,6,2,201.24,Site
2024-01-26,40,1,1,194.2,Site
2024-01-26,16,1,1,420.0,Site
2024-01-26,13,2,3,265.05,Site
2024-01-26,55,2,1,358.73,Site
2024-01-26,47,2,1,332.17,Site
2024-01-26,1,2,1,123.67,Site
2024-01-26,47,3,1,332.72,App
2024-01-26,12,3,3,244.15,App
2024-01-26,7,3,1,313.1,App
2024-01-26,35,4,1,356.7,Site
2024-01-26,1,5,1,132.3,Site
2024-01-26,29,6,2,245.02,Site
2024-01-27,16,1,2,400.78,Site
2024-01-27,12,1,1,243.65,Site
2024-01-27,1,1,1,133.05,Site
2024-01-27,38,2,1,261.55,Site
2024-01-27,51,2,2,249.82,Site
2024-01-27,16,2,1,420.0,Site
2024-01-27,37,3,1,268.7,App
2024-01-27,46,3,1,179.18,App
2024-01-27,47,4,1,335.53,Site
2024-01-27,32,5,1,306.09,Site
2024-01-27,54,5,1,231.89,Site
2024-01-27,34,5,3,195.53,Site
2024-01-27,41,5,1,249.54,Site
2024-01-27,51,6,2,237.54,Site
2024-01-27,40,6,1,169.87,Site
2024-01-28,22,1,1,149.97,Site
2024-01-28,47,1,1,363.47,Site
2024-01-28,20,1,2,180.68,Site
2024-01-28,36,2,1,306.7,Site
2024-01-28,44,2,1,147.54,Site
2024-01-28,3,2,1,420.0,Site
2024-01-28,32,3,2,307.22,App
2024-01-28,6,4,1,256.58,Site
2024-01-28,33,5,1,330.28,Site
2024-01-28,23,5,1,132.56,Site
2024-01-28,6,6,2,272.37,Site
2024-01-29,4,1,1,380.06,Site
2024-01-29,50,1,1,150.84,Site
2024-01-29,18,1,1,237.94,Site
2024-01-29,54,2,1,219.08,Site
2024-01-29,38,2,3,286.8,Site
2024-01-29,24,3,1,389.86,App
2024-01-29,46,4,3,186.63,Site
2024-01-29,12,5,1,253.24,Site
2024-01-29,32,6,1,308.45,Site
2024-01-30,28,1,2,217.22,Site
2024-01-30,6,2,1,268.84,Site
2024-01-30,25,2,1,331.92,Site
2024-01-30,25,2,2,325.69,Site
2024-01-30,16,3,3,402.05,App
2024-01-30,46,5,1,194.33,Site
2024-01-30,41,5,1,234.89,Site
2024-01-30,13,6,2,244.08,Site
2024-01-31,46,1,1,175.88,Site
2024-01-31,16,1,1,402.34,Site
2024-01-31,41,2,1,251.88,Site
2024-01-31,44,2,1,150.63,Site
2024-01-31,4,2,1,387.85,Site
2024-01-31,6,2,1,268.81,Site
2024-01-31,7,3,2,311.48,App
2024-01-31,60,4,1,281.46,Site
2024-01-31,35,5,1,372.67,Site
2024-01-31,19,5,1,297.7,Site
2024-01-31,33,5,1,349.94,Site
2024-01-31,26,6,1,330.4,Site
2024-02-01,21,1,1,354.73,Site
2024-02-01,1,1,1,116.02,Site
2024-02-01,5,1,1,160.11,Site
2024-02-01,20,2,3,179.41,Site
2024-02-01,51,2,2,223.72,Site
2024-02-01,46,3,2,176.71,App
2024-02-01,47,3,1,351.67,App
2024-02-01,12,4,3,251.35,Site
2024-02-01,37,5,2,274.01,Site
2024-02-01,2,6,2,130.77,Site
2024-02-02,1,1,1,121.51,Site
2024-02-02,8,1,2,183.54,Site
2024-02-02,19,1,1,314.35,Site
2024-02-02,12,2,3,263.94,Site
2024-02-02,51,2,2,233.54,Site
2024-02-02,18,2,1,248.54,Site
2024-02-02,44,2,1,155.6,Site
2024-02-02,27,3,3,266.26,App
2024-02-02,33,3,2,350.09,App
2024-02-02,40,5,3,166.96,Site
2024-02-02,3,5,1,420.0,Site
2024-02-02,57,6,2,284.22,Site
2024-02-03,41,1,3,254.74,Site
2024-02-03,35,1,1,340.12,Site
2024-02-03,19,1,1,328.72,Site
2024-02-03,36,1,2,307.7,Site
2024-02-03,36,1,2,340.63,Site
2024-02-03,25,1,1,340.08,Site
2024-02-03,27,2,1,246.46,Site
2024-02-03,28,2,1,192.24,Site
2024-02-03,55,3,1,354.09,App
2024-02-03,38,3,1,269.23,App
2024-02-03,24,3,1,360.06,App
2024-02-03,22,4,1,152.38,Site
2024-02-03,58,5,1,137.08,Site
2024-02-03,44,5,1,155.66,Site
2024-02-03,19,5,2,311.37,Site
2024-02-03,36,5,1,290.11,Site
2024-02-03,39,6,3,308.15,Site
2024-02-04,44,1,2,147.15,Site
2024-02-04,59,1,2,226.29,Site
2024-02-04,12,1,1,254.72,Site
2024-02-04,18,2,1,262.43,Site
2024-02-04,29,2,2,271.42,Site
2024-02-04,25,2,1,335.21,Site
2024-02-04,26,3,2,344.77,App
2024-02-04,29,3,1,250.37,App
2024-02-04,6,4,1,263.36,Site
2024-02-04,59,5,3,219.86,Site
2024-02-04,41,5,1,262.38,Site
2024-02-04,20,6,3,189.73,Site
2024-02-04,54,6,2,210.8,Site
2024-02-05,35,1,1,371.17,Site
2024-02-05,18,1,3,270.79,Site
2024-02-05,54,1,1,221.24,Site
2024-02-05,47,1,1,322.99,Site
2024-02-05,35,2,1,349.69,Site
2024-02-05,49,2,1,347.45,Site
2024-02-05,18,3,1,256.98,App
2024-02-05,27,5,3,265.34,Site
2024-02-05,53,5,2,155.17,Site
2024-02-06,56,1,1,261.69,Site
2024-02-06,10,1,1,179.17,Site
2024-02-06,18,2,3,254.64,Site
2024-02-06,23,2,1,128.01,Site
2024-02-06,45,2,1,129.47,Site
2024-02-06,58,2,1,138.49,Site
2024-02-06,8,3,1,188.53,App
2024-02-06,11,3,1,138.2,App
2024-02-06,20,3,1,199.55,App
2024-02-06,10,4,2,174.17,Site
2024-02-06,9,5,1,380.08,Site
2024-02-06,42,5,2,420.0,Site
2024-02-06,6,6,2,242.0,Site
2024-02-07,20,1,1,189.82,Site
2024-02-07,43,1,2,148.13,Site
2024-02-07,54,1,2,234.45,Site
2024-02-07,54,2,1,235.23,Site
2024-02-07,10,2,2,175.79,Site
2024-02-07,46,2,1,177.93,Site
2024-02-07,30,3,3,192.65,App
2024-02-07,47,4,3,313.27,Site
2024-02-07,19,5,1,326.31,Site
2024-02-07,41,5,1,235.31,Site
2024-02-07,33,5,3,363.89,Site
2024-02-07,57,5,1,272.15,Site
2024-02-07,23,6,1,135.74,Site
2024-02-08,18,1,1,244.08,Site
2024-02-08,45,1,1,137.63,Site
2024-02-08,17,1,3,276.04,Site
2024-02-08,32,1,1,290.09,Site
2024-02-08,13,2,1,266.8,Site
2024-02-08,27,2,1,257.89,Site
2024-02-08,13,2,2,245.92,Site
2024-02-08,27,2,1,284.95,Site
2024-02-08,27,3,1,258.22,App
2024-02-08,23,3,3,127.6,App
2024-02-08,47,3,1,358.45,App
2024-02-08,16,3,2,402.62,App
2024-02-08,17,4,2,284.55,Site
2024-02-08,16,5,1,405.04,Site
2024-02-08,53,5,1,158.27,Site
2024-02-08,54,5,2,229.4,Site
2024-02-08,50,6,1,153.65,Site
2024-02-09,1,1,2,119.09,Site
2024-02-09,1,1,3,134.07,Site
2024-02-09,17,1,2,309.02,Site
2024-02-09,51,2,1,222.14,Site
2024-02-09,41,2,1,224.08,Site
2024-02-09,6,2,1,247.83,Site
2024-02-09,38,2,1,295.07,Site
2024-02-09,55,3,1,331.23,App
2024-02-09,40,3,1,182.12,App
2024-02-09,12,3,1,257.75,App
2024-02-09,6,4,1,255.83,Site
2024-02-09,20,5,1,204.4,Site
2024-02-09,8,5,1,172.08,Site
2024-02-09,58,5,1,122.27,Site
2024-02-09,56,6,3,265.01,Site
2024-02-10,37,1,1,273.09,Site
2024-02-10,51,1,1,233.39,Site
2024-02-10,14,1,1,311.18,Site
2024-02-10,19,2,1,308.3,Site
2024-02-10,19,2,1,297.93,Site
2024-02-10,10,2,1,164.76,Site
2024-02-10,40,2,1,178.78,Site
2024-02-10,42,2,2,408.79,Site
2024-02-10,8,2,3,157.96,Site
2024-02-10,33,3,1,323.21,App
2024-02-10,41,3,1,254.73,App
2024-02-10,31,3,1,420.0,App
2024-02-10,25,4,1,346.36,Site
2024-02-10,12,5,1,250.24,Site
2024-02-10,16,5,1,414.83,Site
2024-02-10,37,5,3,274.08,Site
2024-02-10,13,5,2,245.55,Site
2024-02-10,50,6,3,137.84,Site
2024-02-10,25,6,1,360.45,Site
2024-02-11,17,1,2,315.74,Site
2024-02-11,53,1,2,161.34,Site
2024-02-11,34,1,2,187.12,Site
2024-02-11,26,1,2,360.81,Site
2024-02-11,55,2,2,331.29,Site
2024-02-11,33,2,1,355.07,Site
2024-02-11,13,2,3,266.01,Site
2024-02-11,40,2,1,182.28,Site
2024-02-11,44,2,1,161.23,Site
2024-02-11,7,3,3,313.46,App
2024-02-11,56,3,1,298.52,App
2024-02-11,51,3,2,244.29,App
2024-02-11,2,3,1,132.89,App
2024-02-11,59,3,1,223.95,App
2024-02-11,1,4,1,123.65,Site
2024-02-11,50,5,2,144.57,Site
2024-02-11,40,5,3,176.51,Site
2024-02-11,6,5,2,251.63,Site
2024-02-11,53,5,3,156.59,Site
2024-02-11,60,6,1,276.52,Site
2024-02-11,53,6,1,154.5,Site
2024-02-11,1,7,2,132.02,Site
2024-02-12,42,1,3,420.0,Site
2024-02-12,2,1,1,138.02,Site
2024-02-12,15,2,1,297.92,Site
2024-02-12,58,2,1,127.44,Site
2024-02-12,53,2,3,165.41,Site
2024-02-12,51,3,1,240.06,App
2024-02-12,44,4,2,152.98,Site
2024-02-12,38,5,1,289.05,Site
2024-02-12,26,5,1,333.45,Site
2024-02-12,12,6,1,280.58,Site
2024-02-13,12,1,3,250.74,Site
2024-02-13,53,1,1,158.28,Site
2024-02-13,26,2,1,338.27,Site
2024-02-13,6,2,1,267.59,Site
2024-02-13,23,2,2,126.75,Site
2024-02-13,13,3,1,253.06,App
2024-02-13,51,3,3,248.39,App
2024-02-13,46,4,3,185.73,Site
2024-02-13,20,5,1,192.16,Site
2024-02-13,6,5,1,250.1,Site
2024-02-13,54,6,2,243.24,Site
2024-02-14,46,1,1,202.69,Site
2024-02-14,44,1,3,159.45,Site
2024-02-14,57,1,1,261.66,Site
2024-02-14,45,2,1,137.79,Site
2024-02-14,23,2,1,118.64,Site
2024-02-14,20,2,1,186.52,Site
2024-02-14,55,3,1,347.56,App
2024-02-14,19,3,1,339.25,App
2024-02-14,60,4,1,307.72,Site
2024-02-14,2,5,3,123.75,Site
2024-02-14,41,5,1,228.51,Site
2024-02-14,22,6,1,147.04,Site
2024-02-15,9,1,1,420.0,Site
2024-02-15,38,1,1,248.16,Site
2024-02-15,20,1,1,182.07,Site
2024-02-15,1,1,2,133.38,Site
2024-02-15,52,2,1,389.59,Site
2024-02-15,47,2,1,319.07,Site
2024-02-15,41,2,1,265.14,Site
2024-02-15,42,2,1,406.59,Site
2024-02-15,60,3,2,262.07,App
2024-02-15,41,3,1,231.11,App
2024-02-15,5,3,3,154.82,App
2024-02-15,45,4,1,122.66,Site
2024-02-15,25,5,1,341.02,Site
2024-02-15,53,5,1,162.22,Site
2024-02-15,10,5,3,178.99,Site
2024-02-15,4,6,1,385.81,Site
2024-02-16,42,1,1,420.0,Site
2024-02-16,19,1,1,340.71,Site
2024-02-16,12,1,1,262.78,Site
2024-02-16,31,1,1,420.0,Site
2024-02-16,37,2,1,238.87,Site
2024-02-16,28,2,1,185.51,Site
2024-02-16,18,2,1,249.85,Site
2024-02-16,44,2,1,152.77,Site
2024-02-16,4,2,1,350.63,Site
2024-02-16,8,3,1,165.99,App
2024-02-16,8,3,2,184.87,App
2024-02-16,59,3,2,200.71,App
2024-02-16,51,4,1,254.51,Site
2024-02-16,30,5,2,180.11,Site
2024-02-16,50,5,1,146.02,Site
2024-02-16,24,6,1,378.21,Site
2024-02-17,23,1,1,117.86,Site
2024-02-17,36,1,1,321.12,Site
2024-02-17,23,1,1,127.8,Site
2024-02-17,15,1,2,294.06,Site
2024-02-17,25,2,2,327.55,Site
2024-02-17,26,2,1,368.36,Site
2024-02-17,20,2,1,194.54,Site
2024-02-17,28,2,1,195.02,Site
2024-02-17,45,3,1,138.75,App
2024-02-17,6,3,1,259.12,App
2024-02-17,36,3,3,323.65,App
2024-02-17,40,3,1,176.14,App
2024-02-17,29,4,1,252.71,Site
2024-02-17,19,4,1,339.19,Site
2024-02-17,54,5,1,211.41,Site
2024-02-17,17,5,1,304.77,Site
2024-02-17,4,5,1,391.84,Site
2024-02-17,60,6,2,302.38,Site
2024-02-18,19,1,1,311.17,Site
2024-02-18,29,1,1,240.64,Site
2024-02-18,51,1,1,232.45,Site
2024-02-18,6,1,1,237.38,Site
2024-02-18,8,1,3,173.58,Site
