Data,Id_Marketing,Impressoes,Cliques,Custo,CTR,CPC
2024-02-08,1,9454,265,723.67,0.028030463295959384,2.730830188679245
2024-02-08,3,10458,203,333.71,0.019410977242302542,1.6438916256157634
2024-02-08,4,7833,128,198.22,0.01634112089876165,1.54859375
2024-02-09,1,14958,440,1213.75,0.029415697285733386,2.758522727272727
2024-02-09,3,13559,240,382.15,0.017700420384984143,1.5922916666666667
2024-02-09,4,9037,122,195.77,0.013500055328095607,1.6046721311475411
2024-02-10,1,15743,355,994.96,0.022549704630629486,2.802704225352113
2024-02-10,3,14725,253,479.17,0.017181663837011883,1.8939525691699606
2024-02-10,4,10161,162,215.29,0.015943312666076175,1.3289506172839505
2024-02-11,1,15810,429,1123.13,0.02713472485768501,2.6180186480186483
2024-02-11,3,11663,223,405.46,0.01912029494984138,1.8182062780269057
2024-02-11,4,9795,152,194.61,0.015518121490556406,1.2803289473684212
2024-02-12,1,10190,269,702.32,0.026398429833169774,2.610855018587361
2024-02-12,3,9389,187,366.37,0.019916924060070295,1.9591978609625669
2024-02-12,4,7431,117,182.8,0.015744852644327817,1.5623931623931624
2024-02-13,1,12569,327,819.67,0.026016389529795528,2.506636085626911
2024-02-13,3,9140,164,277.5,0.017943107221006564,1.6920731707317074
2024-02-13,4,6647,94,145.83,0.014141718068301489,1.5513829787234044
2024-02-14,1,10943,282,801.24,0.02576989856529288,2.841276595744681
2024-02-14,3,11228,184,298.8,0.016387602422515142,1.623913043478261
2024-02-14,4,7029,94,137.18,0.013373168302745767,1.4593617021276597
2024-02-15,1,12679,272,758.85,0.021452795961826643,2.789889705882353
2024-02-15,3,9218,190,328.74,0.020611846387502714,1.7302105263157894
2024-02-15,4,8108,131,200.45,0.016156882091761225,1.530152671755725
2024-02-16,1,12563,283,869.99,0.022526466608294198,3.0741696113074206
2024-02-16,3,11908,220,401.57,0.018474974806852538,1.8253181818181818
2024-02-16,4,10652,137,179.87,0.01286143447239955,1.3129197080291972
2024-02-17,1,14187,374,1103.99,0.026362162543173327,2.951844919786096
2024-02-17,3,12294,259,426.38,0.021067187245810963,1.6462548262548262
2024-02-17,4,11221,198,258.89,0.017645486142055074,1.3075252525252525
2024-02-18,1,11342,272,760.99,0.023981661082701465,2.7977573529411766
2024-02-18,3,11716,247,451.78,0.021082280641857288,1.8290688259109311
2024-02-18,4,8492,109,142.73,0.012835609985869053,1.3094495412844036
2024-02-19,1,10814,251,716.06,0.023210652857407064,2.852828685258964
2024-02-19,3,9020,143,258.22,0.015853658536585366,1.8057342657342659
2024-02-19,4,5789,84,112.3,0.014510278113663845,1.3369047619047618
2024-02-20,1,12614,324,819.38,0.025685745996511813,2.5289506172839507
2024-02-20,3,7385,141,286.8,0.01909275558564658,2.0340425531914894
2024-02-20,4,9029,161,245.0,0.017831432052276,1.5217391304347827
2024-02-21,1,12998,270,715.68,0.020772426527158026,2.6506666666666665
2024-02-21,3,8273,151,286.33,0.018252145533663725,1.8962251655629139
2024-02-21,4,8021,127,169.53,0.015833437227278393,1.3348818897637795
2024-02-22,1,10215,276,811.5,0.027019089574155653,2.9402173913043477
2024-02-22,3,9328,152,290.32,0.016295025728987993,1.91
2024-02-22,4,8778,138,195.43,0.01572112098427888,1.416159420289855
2024-02-23,1,15084,428,1256.15,0.028374436488994962,2.9349299065420564
2024-02-23,3,14928,283,541.9,0.018957663451232582,1.9148409893992933
2024-02-23,4,9176,112,160.28,0.012205754141238012,1.4310714285714285
2024-02-24,1,17690,440,1158.75,0.0248728094968909,2.633522727272727
2024-02-24,3,14559,303,516.88,0.020811868947043066,1.7058745874587458
2024-02-24,4,8814,133,170.46,0.015089630133877922,1.281654135338346
2024-02-25,1,13355,298,790.81,0.022313740172220143,2.653724832214765
2024-02-25,3,11591,229,438.11,0.01975670779052713,1.9131441048034936
2024-02-25,4,7561,114,157.22,0.015077370718158973,1.3791228070175439
2024-02-26,1,10964,289,856.71,0.026358993068223275,2.96439446366782
2024-02-26,3,5236,88,154.89,0.01680672268907563,1.7601136363636363
2024-02-26,4,5273,84,123.3,0.01593021050635312,1.4678571428571427
2024-02-27,1,9947,236,608.2,0.023725746456217955,2.577118644067797
2024-02-27,3,6581,119,222.48,0.018082358304209088,1.869579831932773
2024-02-27,4,6000,80,107.95,0.013333333333333334,1.349375
2024-02-28,1,12195,280,751.28,0.022960229602296024,2.683142857142857
2024-02-28,3,10420,184,334.91,0.017658349328214973,1.820163043478261
2024-02-28,4,6316,102,135.31,0.016149461684610514,1.3265686274509805
2024-02-29,1,8113,195,519.83,0.024035498582521877,2.665794871794872
2024-02-29,3,9692,184,338.46,0.018984729673957902,1.8394565217391303
2024-02-29,4,7905,108,137.39,0.01366223908918406,1.2721296296296296
2024-03-01,1,10435,225,541.37,0.02156205079060853,2.4060888888888887
2024-03-01,3,8253,160,282.83,0.01938688961589725,1.7676874999999999
2024-03-01,4,5311,78,107.37,0.014686499717567313,1.3765384615384615
2024-03-02,1,11929,248,759.17,0.020789672227345124,3.0611693548387096
2024-03-02,3,9181,172,307.18,0.0187343426641978,1.7859302325581397
2024-03-02,4,7177,101,155.82,0.014072732339417584,1.5427722772277228
2024-03-03,1,10954,276,835.88,0.02519627533321161,3.028550724637681
2024-03-03,3,9561,192,377.5,0.02008158142453718,1.9661458333333333
2024-03-03,4,5293,72,101.74,0.013602871717362554,1.4130555555555555
2024-03-04,1,9389,274,671.91,0.029183086590691236,2.4522262773722625
2024-03-04,3,7317,154,285.87,0.02104687713543802,1.8562987012987013
2024-03-04,4,4553,73,110.27,0.01603338458159455,1.5105479452054793
2024-03-05,1,9910,235,662.8,0.023713420787083755,2.820425531914893
2024-03-05,3,5431,97,179.95,0.017860430859878474,1.8551546391752576
2024-03-05,4,5402,79,118.36,0.014624213254350241,1.4982278481012659
2024-03-06,1,10952,271,840.46,0.024744338933528124,3.101328413284133
2024-03-06,3,7349,132,247.22,0.017961627432303715,1.8728787878787878
2024-03-06,4,7756,123,185.11,0.01585869004641568,1.504959349593496
2024-03-07,1,11794,268,709.37,0.022723418687468203,2.646902985074627
2024-03-07,3,10671,180,332.83,0.01686814731515322,1.8490555555555555
2024-03-07,4,8030,116,170.45,0.014445828144458281,1.4693965517241379
2024-03-08,1,13977,410,1087.35,0.029333905702225084,2.652073170731707
2024-03-08,3,11614,188,350.3,0.01618736008265886,1.8632978723404257
2024-03-08,4,9197,153,204.28,0.0166358595194085,1.3351633986928104
2024-03-09,1,14668,297,838.59,0.02024815925824925,2.8235353535353536
2024-03-09,3,8979,177,319.87,0.01971266288005346,1.807175141242938
2024-03-09,4,10373,169,223.08,0.01629229731032488,1.32
2024-03-10,1,12919,356,1040.94,0.02755631240808112,2.923988764044944
2024-03-10,3,10865,186,329.33,0.017119190059825127,1.7705913978494623
2024-03-10,4,9636,143,185.71,0.014840182648401826,1.2986713286713287
2024-03-11,1,8728,216,582.17,0.02474793767186068,2.6952314814814815
2024-03-11,3,7718,123,231.09,0.015936771184244622,1.8787804878048782
2024-03-11,4,4716,70,98.97,0.014843087362171332,1.413857142857143
2024-03-12,1,7270,180,549.43,0.024759284731774415,3.052388888888889
2024-03-12,3,10258,192,332.7,0.0187170988496783,1.7328124999999999
2024-03-12,4,5728,88,135.78,0.015363128491620111,1.5429545454545455
2024-03-13,1,11322,263,728.35,0.023229111464405584,2.769391634980989
2024-03-13,3,8789,153,247.9,0.017408123791102514,1.6202614379084967
2024-03-13,4,5421,78,123.02,0.014388489208633094,1.577179487179487
2024-03-14,1,10581,268,714.87,0.02532841886400151,2.6674253731343285
2024-03-14,3,6869,119,198.11,0.017324210219828214,1.6647899159663866
2024-03-14,4,7417,115,162.38,0.015504921127140353,1.412
2024-03-15,1,14047,389,1032.01,0.02769274578201751,2.652982005141388
2024-03-15,3,10192,155,260.41,0.015208006279434852,1.6800645161290324
2024-03-15,4,7073,97,143.91,0.01371412413403082,1.4836082474226804
2024-03-16,1,12000,351,918.02,0.02925,2.6154415954415953
2024-03-16,3,14532,259,460.47,0.017822736030828516,1.777876447876448
2024-03-16,4,11642,185,269.96,0.0158907404226078,1.4592432432432432
2024-03-17,1,12747,335,797.89,0.026280693496508984,2.381761194029851
2024-03-17,3,11029,198,379.23,0.017952670233022033,1.9153030303030303
2024-03-17,4,8367,119,162.05,0.014222540934624118,1.361764705882353
2024-03-18,1,14056,371,1148.51,0.026394422310756973,3.0957142857142856
2024-03-18,3,7498,137,224.49,0.018271539077087222,1.6386131386861313
2024-03-18,4,7158,109,164.41,0.01522771723945236,1.508348623853211
2024-03-19,1,9830,249,619.04,0.02533062054933876,2.4861044176706826
2024-03-19,3,10010,174,309.7,0.017382617382617382,1.7798850574712644
2024-03-19,4,7082,115,155.15,0.016238350748376165,1.3491304347826087
2024-03-20,1,8639,180,510.61,0.020835744877879384,2.8367222222222224
2024-03-20,3,10400,202,335.85,0.01942307692307692,1.6626237623762377
2024-03-20,4,6553,85,128.76,0.012971158248130627,1.5148235294117647
2024-03-21,1,12990,317,843.95,0.024403387220939186,2.662302839116719
2024-03-21,3,11082,194,358.27,0.017505865367262227,1.8467525773195876
2024-03-21,4,7342,111,163.03,0.015118496322527921,1.4687387387387387
2024-03-22,1,12123,275,748.99,0.02268415408727213,2.7236000000000002
2024-03-22,3,9480,142,244.41,0.014978902953586498,1.7211971830985915
2024-03-22,4,9327,145,188.93,0.015546263535970837,1.3029655172413794
2024-03-23,1,15076,412,1201.56,0.027328203767577608,2.9164077669902913
2024-03-23,3,10433,208,350.3,0.01993673919294546,1.6841346153846155
2024-03-23,4,9342,152,235.64,0.01627060586598159,1.5502631578947368
2024-03-24,1,12718,308,812.86,0.024217644283692403,2.639155844155844
2024-03-24,3,11486,223,442.72,0.01941493992686749,1.985291479820628
2024-03-24,4,10235,124,187.91,0.012115290669272106,1.5154032258064516
2024-03-25,1,7682,163,434.41,0.021218432699817755,2.6650920245398773
2024-03-25,3,7026,158,321.26,0.022487902077996016,2.0332911392405064
2024-03-25,4,4232,67,85.79,0.015831758034026464,1.28044776119403
2024-03-26,1,5497,118,360.06,0.021466254320538475,3.0513559322033896
2024-03-26,3,6094,104,194.6,0.01706596652445028,1.8711538461538462
2024-03-26,4,4767,64,86.93,0.01342563457100902,1.35828125
2024-03-27,1,10137,255,619.43,0.025155371411660254,2.4291372549019608
2024-03-27,3,7667,126,206.13,0.016434068083996348,1.6359523809523808
2024-03-27,4,3672,47,73.94,0.012799564270152506,1.573191489361702
2024-03-28,1,10828,248,762.39,0.022903583302548946,3.0741532258064517
2024-03-28,3,9155,157,284.43,0.017149098853085746,1.811656050955414
2024-03-28,4,5976,105,146.11,0.017570281124497992,1.3915238095238096
2024-03-29,1,9961,255,720.06,0.025599839373556872,2.8237647058823527
2024-03-29,3,8412,140,242.12,0.016642891107941038,1.7294285714285715
2024-03-29,4,5694,80,122.5,0.014049877063575694,1.53125
2024-03-30,1,11060,266,648.69,0.024050632911392405,2.438684210526316
2024-03-30,3,11136,192,362.46,0.017241379310344827,1.8878125
2024-03-30,4,7873,132,173.22,0.016766162835005715,1.3122727272727273
2024-03-31,1,11202,268,791.72,0.02392429923227995,2.9541791044776122
2024-03-31,3,10471,200,365.85,0.019100372457262916,1.82925
2024-03-31,4,7583,116,177.58,0.015297375708822366,1.5308620689655172
2024-04-01,1,8011,215,629.65,0.026838097615778305,2.928604651162791
2024-04-01,3,5179,94,175.26,0.018150222050588916,1.8644680851063828
2024-04-01,4,5254,71,87.36,0.013513513513513514,1.2304225352112677
2024-04-02,1,7416,186,521.76,0.025080906148867314,2.8051612903225807
2024-04-02,3,5418,84,151.67,0.015503875968992248,1.805595238095238
2024-04-02,4,8320,119,164.67,0.014302884615384615,1.383781512605042
2024-04-03,1,7989,180,542.97,0.022530980097634247,3.0165
2024-04-03,3,8239,150,255.66,0.01820609297244811,1.7044
2024-04-03,4,5322,72,95.46,0.013528748590755355,1.3258333333333332
2024-04-04,1,10217,226,636.89,0.022119996084956444,2.818097345132743
2024-04-04,3,9092,155,317.03,0.01704795424549054,2.0453548387096774
2024-04-04,4,6508,106,158.04,0.016287645974185617,1.490943396226415
2024-04-05,1,7675,199,610.84,0.025928338762214984,3.0695477386934673
2024-04-05,3,7826,142,264.31,0.018144646051622797,1.8613380281690142
2024-04-05,4,5360,86,114.79,0.016044776119402984,1.3347674418604651
2024-04-06,1,13630,268,667.03,0.019662509170946443,2.488917910447761
2024-04-06,3,11991,227,389.21,0.018930864815278125,1.7145814977973568
2024-04-06,4,10235,171,246.99,0.016707376648754275,1.4443859649122808
2024-04-07,1,11801,257,723.16,0.021777815439369547,2.8138521400778207
2024-04-07,3,12769,219,402.3,0.01715091236588613,1.836986301369863
2024-04-07,4,11111,157,216.89,0.014130141301413015,1.3814649681528661
2024-04-08,1,9128,256,719.38,0.028045574057843997,2.810078125
2024-04-08,3,9646,194,356.8,0.020111963508189924,1.839175257731959
2024-04-08,4,5163,93,117.43,0.01801278326554329,1.2626881720430108
2024-04-09,1,8385,217,552.76,0.02587954680977937,2.547281105990783
2024-04-09,3,9364,156,292.99,0.016659547202050404,1.8781410256410258
2024-04-09,4,6984,107,147.88,0.015320733104238258,1.382056074766355
2024-04-10,1,8911,221,573.67,0.024800807990124567,2.5957918552036197
2024-04-10,3,9026,170,302.37,0.01883447817416353,1.7786470588235295
2024-04-10,4,6998,124,173.1,0.01771934838525293,1.395967741935484
2024-04-11,1,9921,273,808.12,0.027517387360145147,2.96014652014652
2024-04-11,3,8458,153,287.3,0.018089382832820997,1.8777777777777778
2024-04-11,4,8222,126,161.02,0.01532473850644612,1.277936507936508
2024-04-12,1,11129,293,786.68,0.026327612543804474,2.684914675767918
2024-04-12,3,8681,139,228.33,0.016011980186614445,1.6426618705035971
2024-04-12,4,8205,128,176.85,0.015600243753808652,1.381640625
2024-04-13,1,12303,290,793.86,0.02357148662927741,2.737448275862069
2024-04-13,3,10066,188,356.92,0.01867673355851381,1.8985106382978725
2024-04-13,4,9495,144,181.8,0.015165876777251185,1.2625000000000002
2024-04-14,1,14160,342,1064.95,0.024152542372881357,3.113888888888889
2024-04-14,3,12090,204,372.11,0.01687344913151365,1.8240686274509805
2024-04-14,4,7711,120,196.84,0.01556218389313967,1.6403333333333334
2024-04-15,1,9476,232,634.54,0.02448290417897847,2.7350862068965514
2024-04-15,3,7615,157,283.07,0.0206172028890348,1.8029936305732484
2024-04-15,4,5176,70,113.79,0.013523956723338485,1.6255714285714287
2024-04-16,1,7978,190,563.58,0.023815492604662824,2.96621052631579
2024-04-16,3,10356,167,281.91,0.01612591734260332,1.6880838323353295
2024-04-16,4,7888,121,174.69,0.01533975659229209,1.4437190082644629
2024-04-17,1,10393,270,813.71,0.025979024343307996,3.013740740740741
2024-04-17,3,8646,140,254.62,0.016192458940550544,1.8187142857142857
2024-04-17,4,7658,127,157.25,0.01658396448158788,1.2381889763779528
2024-04-18,1,12614,278,710.17,0.022039004280957668,2.554568345323741
2024-04-18,3,9292,172,329.05,0.018510546706844596,1.9130813953488373
2024-04-18,4,8027,124,161.93,0.015447863460819734,1.3058870967741936
2024-04-19,1,13542,309,795.75,0.022817899867080195,2.575242718446602
2024-04-19,3,12635,216,366.89,0.01709537000395726,1.6985648148148147
2024-04-19,4,8074,130,201.35,0.016101065147386674,1.5488461538461538
2024-04-20,1,14335,414,1169.94,0.028880362748517616,2.8259420289855073
2024-04-20,3,13025,251,465.01,0.01927063339731286,1.852629482071713
2024-04-20,4,8842,111,143.37,0.012553720877629496,1.2916216216216216
2024-04-21,1,12458,299,725.96,0.0240006421576497,2.427959866220736
2024-04-21,3,12213,206,395.9,0.016867272578400067,1.9218446601941745
2024-04-21,4,10555,160,233.75,0.015158692562766462,1.4609375
2024-04-22,1,8733,203,594.24,0.023245162029085078,2.9272906403940886
2024-04-22,3,9462,177,301.2,0.018706404565630944,1.7016949152542373
2024-04-22,4,6759,91,122.47,0.013463530108004143,1.3458241758241758
2024-04-23,1,12837,278,722.37,0.02165615019085456,2.598453237410072
2024-04-23,3,7271,122,214.47,0.016778985008939623,1.7579508196721312
2024-04-23,4,6824,104,154.5,0.015240328253223915,1.4855769230769231
2024-04-24,1,10083,287,730.47,0.02846375086779728,2.545191637630662
2024-04-24,3,8627,168,286.71,0.01947374521850006,1.7066071428571428
2024-04-24,4,7448,120,168.36,0.01611170784103115,1.403
2024-04-25,1,8229,204,552.53,0.024790375501275976,2.7084803921568628
2024-04-25,3,11336,222,375.53,0.01958362738179252,1.6915765765765765
2024-04-25,4,5400,86,120.34,0.015925925925925927,1.3993023255813954
2024-04-26,1,9090,187,535.07,0.020572057205720574,2.8613368983957224
2024-04-26,3,6763,137,269.78,0.02025728227118143,1.9691970802919707
2024-04-26,4,6720,108,153.02,0.01607142857142857,1.416851851851852
2024-04-27,1,9832,276,729.85,0.02807160292921074,2.6443840579710147
2024-04-27,3,10902,235,435.77,0.021555677857273893,1.854340425531915
2024-04-27,4,6331,105,139.42,0.01658505765281946,1.3278095238095238
2024-04-28,1,11637,319,806.45,0.027412563375440405,2.5280564263322884
2024-04-28,3,7349,145,252.72,0.019730575588515445,1.742896551724138
2024-04-28,4,6521,103,159.59,0.01579512344732403,1.5494174757281554
2024-04-29,1,10042,235,571.91,0.023401712806213903,2.433659574468085
2024-04-29,3,7311,145,294.05,0.01983312816304199,2.0279310344827586
2024-04-29,4,4065,68,96.66,0.016728167281672816,1.421470588235294
2024-04-30,1,7784,224,575.16,0.02877697841726619,2.5676785714285715
2024-04-30,3,5995,114,208.36,0.01901584653878232,1.827719298245614
2024-04-30,4,4744,75,105.55,0.015809443507588533,1.4073333333333333
2024-05-01,1,8445,199,568.28,0.023564239194789817,2.855678391959799
2024-05-01,3,7515,140,238.92,0.018629407850964737,1.7065714285714284
2024-05-01,4,5611,75,114.61,0.013366601318837996,1.5281333333333333
2024-05-02,1,5414,111,325.8,0.02050240118212043,2.9351351351351354
2024-05-02,3,8495,144,271.08,0.016951147733961152,1.8824999999999998
2024-05-02,4,7972,100,151.87,0.012543903662819869,1.5187
2024-05-03,1,13347,377,916.6,0.02824604780100397,2.4312997347480105
2024-05-03,3,6355,105,182.78,0.016522423288749016,1.7407619047619047
2024-05-03,4,5341,86,118.5,0.016101853585470886,1.377906976744186
2024-05-04,1,11209,264,714.56,0.023552502453385672,2.7066666666666666
2024-05-04,3,9612,162,324.6,0.016853932584269662,2.003703703703704
2024-05-04,4,10464,136,203.83,0.012996941896024464,1.49875
2024-05-05,1,7660,213,544.31,0.027806788511749347,2.555446009389671
2024-05-05,3,7670,156,264.61,0.020338983050847456,1.6962179487179487
2024-05-05,4,8073,132,194.1,0.016350798959494612,1.4704545454545455
2024-05-06,1,10883,246,712.82,0.022604061380134155,2.8976422764227645
2024-05-06,3,9725,182,361.16,0.018714652956298202,1.9843956043956046
2024-05-06,4,8531,121,158.68,0.014183565818778573,1.311404958677686
2024-05-07,1,12819,301,853.3,0.023480770730946253,2.8348837209302324
2024-05-07,3,9056,152,269.42,0.01678445229681979,1.7725000000000002
2024-05-07,4,7814,116,165.81,0.0148451497312516,1.429396551724138
2024-05-08,1,12080,294,868.66,0.02433774834437086,2.954625850340136
2024-05-08,3,9794,180,342.0,0.01837859914233204,1.9
2024-05-08,4,7668,92,131.75,0.011997913406364111,1.4320652173913044
2024-05-09,1,11454,253,627.61,0.02208835341365462,2.480671936758893
2024-05-09,3,11273,220,430.58,0.01951565687926905,1.9571818181818181
2024-05-09,4,8751,138,205.6,0.01576962632841961,1.489855072463768
2024-05-10,1,12952,370,995.46,0.02856701667696109,2.6904324324324325
2024-05-10,3,13453,203,327.11,0.015089571099383038,1.6113793103448277
